sentence,label,label_value,pred_label,max_pred_prob,all_prob,status,pred_new_label
Do you have any retailers in Pune city,DISTRIBUTORS,11,DISTRIBUTORS,0.9364315271377563,"{'EMI': 0.004119562, 'COD': 0.002974021, 'ORTHO_FEATURES': 0.0021537861, 'ERGO_FEATURES': 0.0022516898, 'COMPARISON': 0.0034506882, 'WARRANTY': 0.002288354, '100_NIGHT_TRIAL_OFFER': 0.0025014624, 'SIZE_CUSTOMIZATION': 0.0012413833, 'WHAT_SIZE_TO_ORDER': 0.0037124476, 'LEAD_GEN': 0.003558911, 'CHECK_PINCODE': 0.0031797248, 'DISTRIBUTORS': 0.9364315, 'MATTRESS_COST': 0.0035063524, 'PRODUCT_VARIANTS': 0.005069526, 'ABOUT_SOF_MATTRESS': 0.002215472, 'DELAY_IN_DELIVERY': 0.0023219811, 'ORDER_STATUS': 0.00408987, 'RETURN_EXCHANGE': 0.0024190508, 'CANCEL_ORDER': 0.0023558806, 'PILLOWS': 0.002374032, 'OFFERS': 0.0077841585}",True,DISTRIBUTORS
 Where can I see the product before I buy,DISTRIBUTORS,11,DISTRIBUTORS,0.9244291186332703,"{'EMI': 0.003702063, 'COD': 0.0036866914, 'ORTHO_FEATURES': 0.0024419466, 'ERGO_FEATURES': 0.0024736929, 'COMPARISON': 0.004615646, 'WARRANTY': 0.002761523, '100_NIGHT_TRIAL_OFFER': 0.0024027962, 'SIZE_CUSTOMIZATION': 0.0011988796, 'WHAT_SIZE_TO_ORDER': 0.0044505903, 'LEAD_GEN': 0.004506051, 'CHECK_PINCODE': 0.003566074, 'DISTRIBUTORS': 0.9244291, 'MATTRESS_COST': 0.00366343, 'PRODUCT_VARIANTS': 0.007813496, 'ABOUT_SOF_MATTRESS': 0.0024641661, 'DELAY_IN_DELIVERY': 0.002801216, 'ORDER_STATUS': 0.00572244, 'RETURN_EXCHANGE': 0.0029783177, 'CANCEL_ORDER': 0.0027205353, 'PILLOWS': 0.002398851, 'OFFERS': 0.009202478}",True,DISTRIBUTORS
What is the price for size (x ft x y ft)? What is the price for size (x inches x y inches)?,DISTRIBUTORS,11,DISTRIBUTORS,0.9269364476203918,"{'EMI': 0.003701868, 'COD': 0.0035342223, 'ORTHO_FEATURES': 0.0022364575, 'ERGO_FEATURES': 0.0026802397, 'COMPARISON': 0.004023649, 'WARRANTY': 0.002708652, '100_NIGHT_TRIAL_OFFER': 0.0026899013, 'SIZE_CUSTOMIZATION': 0.0016342406, 'WHAT_SIZE_TO_ORDER': 0.0048816614, 'LEAD_GEN': 0.0040946566, 'CHECK_PINCODE': 0.0033547408, 'DISTRIBUTORS': 0.92693645, 'MATTRESS_COST': 0.0052137217, 'PRODUCT_VARIANTS': 0.006086614, 'ABOUT_SOF_MATTRESS': 0.0023537744, 'DELAY_IN_DELIVERY': 0.0026211902, 'ORDER_STATUS': 0.004319148, 'RETURN_EXCHANGE': 0.0025640514, 'CANCEL_ORDER': 0.0024824399, 'PILLOWS': 0.00275342, 'OFFERS': 0.009128789}",True,DISTRIBUTORS
Distributors ,DISTRIBUTORS,11,DISTRIBUTORS,0.93963623046875,"{'EMI': 0.0038305596, 'COD': 0.003215223, 'ORTHO_FEATURES': 0.0020706446, 'ERGO_FEATURES': 0.0019856342, 'COMPARISON': 0.0031318024, 'WARRANTY': 0.0019664257, '100_NIGHT_TRIAL_OFFER': 0.0022837669, 'SIZE_CUSTOMIZATION': 0.0011201802, 'WHAT_SIZE_TO_ORDER': 0.0038225676, 'LEAD_GEN': 0.0036343422, 'CHECK_PINCODE': 0.002678046, 'DISTRIBUTORS': 0.93963623, 'MATTRESS_COST': 0.0030417615, 'PRODUCT_VARIANTS': 0.0047854674, 'ABOUT_SOF_MATTRESS': 0.0017916638, 'DELAY_IN_DELIVERY': 0.0024499113, 'ORDER_STATUS': 0.003952179, 'RETURN_EXCHANGE': 0.0026497412, 'CANCEL_ORDER': 0.0021411355, 'PILLOWS': 0.0023263607, 'OFFERS': 0.007486415}",True,DISTRIBUTORS
Distributors/Retailers/Showrooms,DISTRIBUTORS,11,DISTRIBUTORS,0.9407818913459778,"{'EMI': 0.0039672, 'COD': 0.0028836983, 'ORTHO_FEATURES': 0.002071376, 'ERGO_FEATURES': 0.0020704821, 'COMPARISON': 0.003103171, 'WARRANTY': 0.0022308405, '100_NIGHT_TRIAL_OFFER': 0.0023629146, 'SIZE_CUSTOMIZATION': 0.0011247712, 'WHAT_SIZE_TO_ORDER': 0.0035325459, 'LEAD_GEN': 0.003364794, 'CHECK_PINCODE': 0.0024206284, 'DISTRIBUTORS': 0.9407819, 'MATTRESS_COST': 0.003235829, 'PRODUCT_VARIANTS': 0.0051979437, 'ABOUT_SOF_MATTRESS': 0.0019143206, 'DELAY_IN_DELIVERY': 0.0024792352, 'ORDER_STATUS': 0.0037233795, 'RETURN_EXCHANGE': 0.0023700418, 'CANCEL_ORDER': 0.0021130831, 'PILLOWS': 0.002372001, 'OFFERS': 0.0066797617}",True,DISTRIBUTORS
Where is your showroom,DISTRIBUTORS,11,DISTRIBUTORS,0.943146824836731,"{'EMI': 0.003012126, 'COD': 0.0028794762, 'ORTHO_FEATURES': 0.00189002, 'ERGO_FEATURES': 0.0021492138, 'COMPARISON': 0.003226437, 'WARRANTY': 0.0022001665, '100_NIGHT_TRIAL_OFFER': 0.002098995, 'SIZE_CUSTOMIZATION': 0.0010829511, 'WHAT_SIZE_TO_ORDER': 0.003616251, 'LEAD_GEN': 0.003576833, 'CHECK_PINCODE': 0.002636574, 'DISTRIBUTORS': 0.9431468, 'MATTRESS_COST': 0.0031378632, 'PRODUCT_VARIANTS': 0.0046847356, 'ABOUT_SOF_MATTRESS': 0.0018029357, 'DELAY_IN_DELIVERY': 0.0023819574, 'ORDER_STATUS': 0.004038469, 'RETURN_EXCHANGE': 0.002356037, 'CANCEL_ORDER': 0.0020833618, 'PILLOWS': 0.002155902, 'OFFERS': 0.0058428906}",True,DISTRIBUTORS
Do you have a showroom,DISTRIBUTORS,11,DISTRIBUTORS,0.9425259232521057,"{'EMI': 0.0028953813, 'COD': 0.0029851845, 'ORTHO_FEATURES': 0.0018501797, 'ERGO_FEATURES': 0.0021390545, 'COMPARISON': 0.003160493, 'WARRANTY': 0.0020805215, '100_NIGHT_TRIAL_OFFER': 0.0021948642, 'SIZE_CUSTOMIZATION': 0.0011525442, 'WHAT_SIZE_TO_ORDER': 0.003607581, 'LEAD_GEN': 0.0037961903, 'CHECK_PINCODE': 0.002533475, 'DISTRIBUTORS': 0.9425259, 'MATTRESS_COST': 0.0029438967, 'PRODUCT_VARIANTS': 0.005095363, 'ABOUT_SOF_MATTRESS': 0.0018147003, 'DELAY_IN_DELIVERY': 0.0024478335, 'ORDER_STATUS': 0.0033246558, 'RETURN_EXCHANGE': 0.0023792319, 'CANCEL_ORDER': 0.00208825, 'PILLOWS': 0.0025290719, 'OFFERS': 0.0064556156}",True,DISTRIBUTORS
Can I visit SOF mattress showroom,DISTRIBUTORS,11,DISTRIBUTORS,0.7766074538230896,"{'EMI': 0.00994893, 'COD': 0.006260444, 'ORTHO_FEATURES': 0.005638614, 'ERGO_FEATURES': 0.008095168, 'COMPARISON': 0.017497743, 'WARRANTY': 0.007946955, '100_NIGHT_TRIAL_OFFER': 0.0067429207, 'SIZE_CUSTOMIZATION': 0.0033816958, 'WHAT_SIZE_TO_ORDER': 0.007939339, 'LEAD_GEN': 0.0068337834, 'CHECK_PINCODE': 0.003984915, 'DISTRIBUTORS': 0.77660745, 'MATTRESS_COST': 0.01881264, 'PRODUCT_VARIANTS': 0.059400354, 'ABOUT_SOF_MATTRESS': 0.01967092, 'DELAY_IN_DELIVERY': 0.0065397494, 'ORDER_STATUS': 0.007171456, 'RETURN_EXCHANGE': 0.0042024017, 'CANCEL_ORDER': 0.0041766753, 'PILLOWS': 0.006514533, 'OFFERS': 0.012633227}",True,DISTRIBUTORS
Where is your showroom,DISTRIBUTORS,11,DISTRIBUTORS,0.943146824836731,"{'EMI': 0.003012126, 'COD': 0.0028794762, 'ORTHO_FEATURES': 0.00189002, 'ERGO_FEATURES': 0.0021492138, 'COMPARISON': 0.003226437, 'WARRANTY': 0.0022001665, '100_NIGHT_TRIAL_OFFER': 0.002098995, 'SIZE_CUSTOMIZATION': 0.0010829511, 'WHAT_SIZE_TO_ORDER': 0.003616251, 'LEAD_GEN': 0.003576833, 'CHECK_PINCODE': 0.002636574, 'DISTRIBUTORS': 0.9431468, 'MATTRESS_COST': 0.0031378632, 'PRODUCT_VARIANTS': 0.0046847356, 'ABOUT_SOF_MATTRESS': 0.0018029357, 'DELAY_IN_DELIVERY': 0.0023819574, 'ORDER_STATUS': 0.004038469, 'RETURN_EXCHANGE': 0.002356037, 'CANCEL_ORDER': 0.0020833618, 'PILLOWS': 0.002155902, 'OFFERS': 0.0058428906}",True,DISTRIBUTORS
Nearby Show room,DISTRIBUTORS,11,DISTRIBUTORS,0.9409414529800415,"{'EMI': 0.0031501872, 'COD': 0.0027978201, 'ORTHO_FEATURES': 0.0021261373, 'ERGO_FEATURES': 0.0023020827, 'COMPARISON': 0.0033342633, 'WARRANTY': 0.0021030188, '100_NIGHT_TRIAL_OFFER': 0.0023585544, 'SIZE_CUSTOMIZATION': 0.001168008, 'WHAT_SIZE_TO_ORDER': 0.0037269434, 'LEAD_GEN': 0.0036252278, 'CHECK_PINCODE': 0.0026132676, 'DISTRIBUTORS': 0.94094145, 'MATTRESS_COST': 0.0032381483, 'PRODUCT_VARIANTS': 0.004658975, 'ABOUT_SOF_MATTRESS': 0.0018956154, 'DELAY_IN_DELIVERY': 0.0025061434, 'ORDER_STATUS': 0.004026397, 'RETURN_EXCHANGE': 0.0025442624, 'CANCEL_ORDER': 0.0021064293, 'PILLOWS': 0.0024041098, 'OFFERS': 0.0063729333}",True,DISTRIBUTORS
Do you have Showroom,DISTRIBUTORS,11,DISTRIBUTORS,0.9408423900604248,"{'EMI': 0.002905416, 'COD': 0.0031426365, 'ORTHO_FEATURES': 0.001895706, 'ERGO_FEATURES': 0.0021913971, 'COMPARISON': 0.0032112997, 'WARRANTY': 0.0021750892, '100_NIGHT_TRIAL_OFFER': 0.0022256677, 'SIZE_CUSTOMIZATION': 0.0012002434, 'WHAT_SIZE_TO_ORDER': 0.0037115838, 'LEAD_GEN': 0.004000968, 'CHECK_PINCODE': 0.0025738731, 'DISTRIBUTORS': 0.9408424, 'MATTRESS_COST': 0.003042107, 'PRODUCT_VARIANTS': 0.005130338, 'ABOUT_SOF_MATTRESS': 0.0018558009, 'DELAY_IN_DELIVERY': 0.0025404717, 'ORDER_STATUS': 0.00340242, 'RETURN_EXCHANGE': 0.0025702121, 'CANCEL_ORDER': 0.002206939, 'PILLOWS': 0.0026916848, 'OFFERS': 0.006483784}",True,DISTRIBUTORS
Need store,DISTRIBUTORS,11,DISTRIBUTORS,0.9454850554466248,"{'EMI': 0.0029422883, 'COD': 0.0029047763, 'ORTHO_FEATURES': 0.0020046434, 'ERGO_FEATURES': 0.0020441678, 'COMPARISON': 0.0031362027, 'WARRANTY': 0.0019720516, '100_NIGHT_TRIAL_OFFER': 0.001990736, 'SIZE_CUSTOMIZATION': 0.0011085097, 'WHAT_SIZE_TO_ORDER': 0.0036096352, 'LEAD_GEN': 0.0032730713, 'CHECK_PINCODE': 0.0025942062, 'DISTRIBUTORS': 0.94548506, 'MATTRESS_COST': 0.0028911429, 'PRODUCT_VARIANTS': 0.0042848988, 'ABOUT_SOF_MATTRESS': 0.0016391339, 'DELAY_IN_DELIVERY': 0.0023485322, 'ORDER_STATUS': 0.0035228452, 'RETURN_EXCHANGE': 0.0023136642, 'CANCEL_ORDER': 0.0019573283, 'PILLOWS': 0.002097483, 'OFFERS': 0.005879662}",True,DISTRIBUTORS
Need Nearby Store,DISTRIBUTORS,11,DISTRIBUTORS,0.9448570609092712,"{'EMI': 0.0029624796, 'COD': 0.0029829326, 'ORTHO_FEATURES': 0.0019929458, 'ERGO_FEATURES': 0.0020398025, 'COMPARISON': 0.003169455, 'WARRANTY': 0.002084333, '100_NIGHT_TRIAL_OFFER': 0.0020370632, 'SIZE_CUSTOMIZATION': 0.0011097873, 'WHAT_SIZE_TO_ORDER': 0.0035066197, 'LEAD_GEN': 0.0032194206, 'CHECK_PINCODE': 0.0026702562, 'DISTRIBUTORS': 0.94485706, 'MATTRESS_COST': 0.003003825, 'PRODUCT_VARIANTS': 0.0044832514, 'ABOUT_SOF_MATTRESS': 0.0016705686, 'DELAY_IN_DELIVERY': 0.0023953652, 'ORDER_STATUS': 0.0034467622, 'RETURN_EXCHANGE': 0.0022943434, 'CANCEL_ORDER': 0.0019723054, 'PILLOWS': 0.0020452184, 'OFFERS': 0.006056232}",True,DISTRIBUTORS
Nearest shop,DISTRIBUTORS,11,DISTRIBUTORS,0.9447440505027771,"{'EMI': 0.003211284, 'COD': 0.0029792953, 'ORTHO_FEATURES': 0.0019384186, 'ERGO_FEATURES': 0.002007153, 'COMPARISON': 0.0030873753, 'WARRANTY': 0.0020357089, '100_NIGHT_TRIAL_OFFER': 0.002138893, 'SIZE_CUSTOMIZATION': 0.0011273334, 'WHAT_SIZE_TO_ORDER': 0.003177236, 'LEAD_GEN': 0.0031959012, 'CHECK_PINCODE': 0.0026925022, 'DISTRIBUTORS': 0.94474405, 'MATTRESS_COST': 0.0030945013, 'PRODUCT_VARIANTS': 0.0041798046, 'ABOUT_SOF_MATTRESS': 0.0016766442, 'DELAY_IN_DELIVERY': 0.002327235, 'ORDER_STATUS': 0.0035317892, 'RETURN_EXCHANGE': 0.002298897, 'CANCEL_ORDER': 0.0019942662, 'PILLOWS': 0.0020078204, 'OFFERS': 0.006553881}",True,DISTRIBUTORS
Demo store,DISTRIBUTORS,11,DISTRIBUTORS,0.9414069652557373,"{'EMI': 0.0035465106, 'COD': 0.0031102581, 'ORTHO_FEATURES': 0.0021307005, 'ERGO_FEATURES': 0.0021549943, 'COMPARISON': 0.0032580618, 'WARRANTY': 0.0020044378, '100_NIGHT_TRIAL_OFFER': 0.002241077, 'SIZE_CUSTOMIZATION': 0.0011318856, 'WHAT_SIZE_TO_ORDER': 0.0039020772, 'LEAD_GEN': 0.0034712378, 'CHECK_PINCODE': 0.0028310404, 'DISTRIBUTORS': 0.94140697, 'MATTRESS_COST': 0.0028477237, 'PRODUCT_VARIANTS': 0.004313996, 'ABOUT_SOF_MATTRESS': 0.0017373222, 'DELAY_IN_DELIVERY': 0.002416638, 'ORDER_STATUS': 0.0037600133, 'RETURN_EXCHANGE': 0.0026181196, 'CANCEL_ORDER': 0.0020058511, 'PILLOWS': 0.0021249242, 'OFFERS': 0.006986088}",True,DISTRIBUTORS
Is there any offline stores ,DISTRIBUTORS,11,DISTRIBUTORS,0.9421533942222595,"{'EMI': 0.0033647956, 'COD': 0.003006904, 'ORTHO_FEATURES': 0.0020111073, 'ERGO_FEATURES': 0.0020490973, 'COMPARISON': 0.0031663699, 'WARRANTY': 0.0021446329, '100_NIGHT_TRIAL_OFFER': 0.0023454926, 'SIZE_CUSTOMIZATION': 0.0011289027, 'WHAT_SIZE_TO_ORDER': 0.003542358, 'LEAD_GEN': 0.00317148, 'CHECK_PINCODE': 0.0027320099, 'DISTRIBUTORS': 0.9421534, 'MATTRESS_COST': 0.0029460718, 'PRODUCT_VARIANTS': 0.0048906994, 'ABOUT_SOF_MATTRESS': 0.0018548198, 'DELAY_IN_DELIVERY': 0.0024283605, 'ORDER_STATUS': 0.0035307745, 'RETURN_EXCHANGE': 0.0022062038, 'CANCEL_ORDER': 0.0020539453, 'PILLOWS': 0.0022685754, 'OFFERS': 0.0070041004}",True,DISTRIBUTORS
Head office,DISTRIBUTORS,11,DISTRIBUTORS,0.9401302337646484,"{'EMI': 0.0035833705, 'COD': 0.0029269054, 'ORTHO_FEATURES': 0.0022644424, 'ERGO_FEATURES': 0.0023248738, 'COMPARISON': 0.0032930495, 'WARRANTY': 0.002062519, '100_NIGHT_TRIAL_OFFER': 0.0021970032, 'SIZE_CUSTOMIZATION': 0.0011623043, 'WHAT_SIZE_TO_ORDER': 0.0037187636, 'LEAD_GEN': 0.0038070227, 'CHECK_PINCODE': 0.0029715586, 'DISTRIBUTORS': 0.94013023, 'MATTRESS_COST': 0.0032385408, 'PRODUCT_VARIANTS': 0.0042453357, 'ABOUT_SOF_MATTRESS': 0.0018514663, 'DELAY_IN_DELIVERY': 0.0025458778, 'ORDER_STATUS': 0.004391541, 'RETURN_EXCHANGE': 0.002514, 'CANCEL_ORDER': 0.002202845, 'PILLOWS': 0.0021048528, 'OFFERS': 0.006463663}",True,DISTRIBUTORS
Shops nearby,DISTRIBUTORS,11,DISTRIBUTORS,0.9432244300842285,"{'EMI': 0.0035015973, 'COD': 0.0028491304, 'ORTHO_FEATURES': 0.002010895, 'ERGO_FEATURES': 0.0020133907, 'COMPARISON': 0.0030456136, 'WARRANTY': 0.0020148617, '100_NIGHT_TRIAL_OFFER': 0.002192323, 'SIZE_CUSTOMIZATION': 0.0011129039, 'WHAT_SIZE_TO_ORDER': 0.0034993354, 'LEAD_GEN': 0.0032271256, 'CHECK_PINCODE': 0.0025294465, 'DISTRIBUTORS': 0.94322443, 'MATTRESS_COST': 0.0032213433, 'PRODUCT_VARIANTS': 0.004541239, 'ABOUT_SOF_MATTRESS': 0.0018178585, 'DELAY_IN_DELIVERY': 0.0023615311, 'ORDER_STATUS': 0.0036771656, 'RETURN_EXCHANGE': 0.0023094744, 'CANCEL_ORDER': 0.001957415, 'PILLOWS': 0.0021412573, 'OFFERS': 0.006751729}",True,DISTRIBUTORS
Where was this shop,DISTRIBUTORS,11,DISTRIBUTORS,0.9425233006477356,"{'EMI': 0.003337258, 'COD': 0.0027750887, 'ORTHO_FEATURES': 0.0020151017, 'ERGO_FEATURES': 0.0022059106, 'COMPARISON': 0.0033449912, 'WARRANTY': 0.0022074752, '100_NIGHT_TRIAL_OFFER': 0.0022930535, 'SIZE_CUSTOMIZATION': 0.0010395393, 'WHAT_SIZE_TO_ORDER': 0.0034055552, 'LEAD_GEN': 0.0032980253, 'CHECK_PINCODE': 0.0026719728, 'DISTRIBUTORS': 0.9425233, 'MATTRESS_COST': 0.0032080174, 'PRODUCT_VARIANTS': 0.0046093045, 'ABOUT_SOF_MATTRESS': 0.0019561886, 'DELAY_IN_DELIVERY': 0.0024313848, 'ORDER_STATUS': 0.0041315686, 'RETURN_EXCHANGE': 0.002348857, 'CANCEL_ORDER': 0.002086793, 'PILLOWS': 0.0021063786, 'OFFERS': 0.006004138}",True,DISTRIBUTORS
Offline stores,DISTRIBUTORS,11,DISTRIBUTORS,0.939536988735199,"{'EMI': 0.0043297224, 'COD': 0.0029136392, 'ORTHO_FEATURES': 0.0021093355, 'ERGO_FEATURES': 0.0019261736, 'COMPARISON': 0.0032271768, 'WARRANTY': 0.0021099027, '100_NIGHT_TRIAL_OFFER': 0.0024030292, 'SIZE_CUSTOMIZATION': 0.001122998, 'WHAT_SIZE_TO_ORDER': 0.0036234504, 'LEAD_GEN': 0.0034815888, 'CHECK_PINCODE': 0.002490862, 'DISTRIBUTORS': 0.939537, 'MATTRESS_COST': 0.0031738083, 'PRODUCT_VARIANTS': 0.0054461, 'ABOUT_SOF_MATTRESS': 0.0021041387, 'DELAY_IN_DELIVERY': 0.0024679122, 'ORDER_STATUS': 0.0038210414, 'RETURN_EXCHANGE': 0.0024381683, 'CANCEL_ORDER': 0.002074169, 'PILLOWS': 0.002083911, 'OFFERS': 0.007115902}",True,DISTRIBUTORS
Do you have store,DISTRIBUTORS,11,DISTRIBUTORS,0.9450452327728271,"{'EMI': 0.0029405563, 'COD': 0.002899789, 'ORTHO_FEATURES': 0.0019156494, 'ERGO_FEATURES': 0.0020450407, 'COMPARISON': 0.0030421235, 'WARRANTY': 0.0019849683, '100_NIGHT_TRIAL_OFFER': 0.0021478063, 'SIZE_CUSTOMIZATION': 0.0010816604, 'WHAT_SIZE_TO_ORDER': 0.0036325708, 'LEAD_GEN': 0.0033017814, 'CHECK_PINCODE': 0.002521332, 'DISTRIBUTORS': 0.94504523, 'MATTRESS_COST': 0.0029073167, 'PRODUCT_VARIANTS': 0.0045899507, 'ABOUT_SOF_MATTRESS': 0.0017081993, 'DELAY_IN_DELIVERY': 0.0023851728, 'ORDER_STATUS': 0.003416506, 'RETURN_EXCHANGE': 0.0021911738, 'CANCEL_ORDER': 0.001990569, 'PILLOWS': 0.0021059045, 'OFFERS': 0.0061467704}",True,DISTRIBUTORS
Where is the shop ,DISTRIBUTORS,11,DISTRIBUTORS,0.9432548880577087,"{'EMI': 0.003078691, 'COD': 0.0028498706, 'ORTHO_FEATURES': 0.001962323, 'ERGO_FEATURES': 0.0021143155, 'COMPARISON': 0.0031343973, 'WARRANTY': 0.00217713, '100_NIGHT_TRIAL_OFFER': 0.0021808245, 'SIZE_CUSTOMIZATION': 0.0010659882, 'WHAT_SIZE_TO_ORDER': 0.003491821, 'LEAD_GEN': 0.003405799, 'CHECK_PINCODE': 0.0026251397, 'DISTRIBUTORS': 0.9432549, 'MATTRESS_COST': 0.003340006, 'PRODUCT_VARIANTS': 0.0047183167, 'ABOUT_SOF_MATTRESS': 0.0018451054, 'DELAY_IN_DELIVERY': 0.002414699, 'ORDER_STATUS': 0.004051825, 'RETURN_EXCHANGE': 0.0022696254, 'CANCEL_ORDER': 0.002025447, 'PILLOWS': 0.002027278, 'OFFERS': 0.005966562}",True,DISTRIBUTORS
Is it available in shops,DISTRIBUTORS,11,DISTRIBUTORS,0.915553629398346,"{'EMI': 0.0049474062, 'COD': 0.0043130466, 'ORTHO_FEATURES': 0.0026073102, 'ERGO_FEATURES': 0.0025780734, 'COMPARISON': 0.004912519, 'WARRANTY': 0.0027434262, '100_NIGHT_TRIAL_OFFER': 0.0031539279, 'SIZE_CUSTOMIZATION': 0.0015401178, 'WHAT_SIZE_TO_ORDER': 0.003978888, 'LEAD_GEN': 0.003829794, 'CHECK_PINCODE': 0.0040768003, 'DISTRIBUTORS': 0.9155536, 'MATTRESS_COST': 0.003941594, 'PRODUCT_VARIANTS': 0.0101053445, 'ABOUT_SOF_MATTRESS': 0.0030492342, 'DELAY_IN_DELIVERY': 0.003234159, 'ORDER_STATUS': 0.0043843985, 'RETURN_EXCHANGE': 0.002557446, 'CANCEL_ORDER': 0.0024503083, 'PILLOWS': 0.002876316, 'OFFERS': 0.013166155}",True,DISTRIBUTORS
You have any branch,DISTRIBUTORS,11,DISTRIBUTORS,0.9370797872543335,"{'EMI': 0.003302271, 'COD': 0.0034266624, 'ORTHO_FEATURES': 0.0021934665, 'ERGO_FEATURES': 0.0022609849, 'COMPARISON': 0.003401139, 'WARRANTY': 0.0022919034, '100_NIGHT_TRIAL_OFFER': 0.0024542091, 'SIZE_CUSTOMIZATION': 0.001204944, 'WHAT_SIZE_TO_ORDER': 0.0038623402, 'LEAD_GEN': 0.00390543, 'CHECK_PINCODE': 0.0033199936, 'DISTRIBUTORS': 0.9370798, 'MATTRESS_COST': 0.0031056968, 'PRODUCT_VARIANTS': 0.0046646, 'ABOUT_SOF_MATTRESS': 0.0018452872, 'DELAY_IN_DELIVERY': 0.0027033747, 'ORDER_STATUS': 0.004190548, 'RETURN_EXCHANGE': 0.0023757922, 'CANCEL_ORDER': 0.0023466304, 'PILLOWS': 0.0024373452, 'OFFERS': 0.0076274914}",True,DISTRIBUTORS
Store in,DISTRIBUTORS,11,DISTRIBUTORS,0.945838987827301,"{'EMI': 0.0032897114, 'COD': 0.0027928979, 'ORTHO_FEATURES': 0.0018584301, 'ERGO_FEATURES': 0.0019620426, 'COMPARISON': 0.003017098, 'WARRANTY': 0.0018751479, '100_NIGHT_TRIAL_OFFER': 0.002021028, 'SIZE_CUSTOMIZATION': 0.0011231793, 'WHAT_SIZE_TO_ORDER': 0.0036251557, 'LEAD_GEN': 0.0034119764, 'CHECK_PINCODE': 0.002274704, 'DISTRIBUTORS': 0.945839, 'MATTRESS_COST': 0.0030852403, 'PRODUCT_VARIANTS': 0.004119965, 'ABOUT_SOF_MATTRESS': 0.00171804, 'DELAY_IN_DELIVERY': 0.002407943, 'ORDER_STATUS': 0.0037027032, 'RETURN_EXCHANGE': 0.0022937157, 'CANCEL_ORDER': 0.0018768546, 'PILLOWS': 0.001916388, 'OFFERS': 0.0057889037}",True,DISTRIBUTORS
We want dealer ship,DISTRIBUTORS,11,DISTRIBUTORS,0.7758617997169495,"{'EMI': 0.014150537, 'COD': 0.022999482, 'ORTHO_FEATURES': 0.006373869, 'ERGO_FEATURES': 0.0073103597, 'COMPARISON': 0.009825187, 'WARRANTY': 0.006392929, '100_NIGHT_TRIAL_OFFER': 0.007725418, 'SIZE_CUSTOMIZATION': 0.0031839176, 'WHAT_SIZE_TO_ORDER': 0.009927796, 'LEAD_GEN': 0.026542524, 'CHECK_PINCODE': 0.005696994, 'DISTRIBUTORS': 0.7758618, 'MATTRESS_COST': 0.009133986, 'PRODUCT_VARIANTS': 0.010474209, 'ABOUT_SOF_MATTRESS': 0.005343016, 'DELAY_IN_DELIVERY': 0.006790489, 'ORDER_STATUS': 0.021635178, 'RETURN_EXCHANGE': 0.02394458, 'CANCEL_ORDER': 0.008093706, 'PILLOWS': 0.0055049425, 'OFFERS': 0.013088966}",True,DISTRIBUTORS
Any shop that I can visit,DISTRIBUTORS,11,DISTRIBUTORS,0.9425106644630432,"{'EMI': 0.0031964793, 'COD': 0.0028065394, 'ORTHO_FEATURES': 0.0021342617, 'ERGO_FEATURES': 0.0021140317, 'COMPARISON': 0.003282429, 'WARRANTY': 0.0020545067, '100_NIGHT_TRIAL_OFFER': 0.0022493668, 'SIZE_CUSTOMIZATION': 0.0010665016, 'WHAT_SIZE_TO_ORDER': 0.0034441643, 'LEAD_GEN': 0.0034152812, 'CHECK_PINCODE': 0.0026546074, 'DISTRIBUTORS': 0.94251066, 'MATTRESS_COST': 0.0030200144, 'PRODUCT_VARIANTS': 0.0046403147, 'ABOUT_SOF_MATTRESS': 0.001784423, 'DELAY_IN_DELIVERY': 0.0024103879, 'ORDER_STATUS': 0.0038799946, 'RETURN_EXCHANGE': 0.0023608753, 'CANCEL_ORDER': 0.0020770156, 'PILLOWS': 0.0022833687, 'OFFERS': 0.006614804}",True,DISTRIBUTORS
Dealership,DISTRIBUTORS,11,DISTRIBUTORS,0.9445339441299438,"{'EMI': 0.0032040807, 'COD': 0.002999818, 'ORTHO_FEATURES': 0.002084812, 'ERGO_FEATURES': 0.0019857183, 'COMPARISON': 0.002981648, 'WARRANTY': 0.0019600643, '100_NIGHT_TRIAL_OFFER': 0.0021148114, 'SIZE_CUSTOMIZATION': 0.0010975589, 'WHAT_SIZE_TO_ORDER': 0.003576811, 'LEAD_GEN': 0.0034871616, 'CHECK_PINCODE': 0.0024195174, 'DISTRIBUTORS': 0.94453394, 'MATTRESS_COST': 0.0028686717, 'PRODUCT_VARIANTS': 0.004084669, 'ABOUT_SOF_MATTRESS': 0.0016862989, 'DELAY_IN_DELIVERY': 0.002380294, 'ORDER_STATUS': 0.0034916443, 'RETURN_EXCHANGE': 0.0026116227, 'CANCEL_ORDER': 0.0019617258, 'PILLOWS': 0.0021423507, 'OFFERS': 0.006326607}",True,DISTRIBUTORS
